Vector size: 300, with padding: 150
Learning rate: 0.000100
Shape is: 
(400, 32, 450)
Epoch: 0
Loss: 0.6354652
Epoch: 25
Loss: 0.62682897
Epoch: 50
Loss: 0.6125583
Epoch: 75
Loss: 0.57986534
Epoch: 100
Loss: 0.4965927
Epoch: 125
Loss: 0.2716136
Epoch: 150
Loss: 0.11706127
Epoch: 175
Loss: 0.074070446
Epoch: 200
Loss: 0.055693876
Epoch: 225
Loss: 0.04524689
Epoch: 250
Loss: 0.038234714
Epoch: 275
Loss: 0.032770433
Epoch: 300
Loss: 0.029063804
Epoch: 325
Loss: 0.025961298
Epoch: 350
Loss: 0.02306015
Epoch: 375
Loss: 0.020578017
Epoch: 400
Loss: 0.018457232
Epoch: 425
Loss: 0.016900033
Epoch: 450
Loss: 0.015609213
Epoch: 475
Loss: 0.014282788
cosine: 0.45291104794802817
Validation loss: 0.013873557
