Vector size: 300, with padding: 150
Learning rate: 0.000100
Shape is: 
(400, 32, 450)
Epoch: 0
Loss: 2.5551295e+18
Epoch: 25
Loss: 3379694700000000.0
Epoch: 50
Loss: 1511363400000000.0
Epoch: 75
Loss: 1528365300000000.0
Epoch: 100
Loss: 1440742600000000.0
Epoch: 125
Loss: 1088478100000000.0
Epoch: 150
Loss: 1044637100000000.0
Epoch: 175
Loss: 1103727140000000.0
Epoch: 200
Loss: 888540100000000.0
Epoch: 225
Loss: 808089840000000.0
Epoch: 250
Loss: 969065550000000.0
Epoch: 275
Loss: 655250950000000.0
Epoch: 300
Loss: 642336500000000.0
Epoch: 325
Loss: 662513700000000.0
Epoch: 350
Loss: 528376500000000.0
Epoch: 375
Loss: 585842400000000.0
Epoch: 400
Loss: 599418450000000.0
Epoch: 425
Loss: 519885050000000.0
Epoch: 450
Loss: 452753270000000.0
Epoch: 475
Loss: 392183100000000.0
cosine: -0.012993209019151797
Validation loss: 244202080.0
