Vector size: 300, with padding: 150
Learning rate: 0.000100
Shape is: 
(1600, 32, 450)
Epoch: 0
Loss: 2.3924513e+18
Epoch: 25
Loss: 2713918400000000.0
Epoch: 50
Loss: 1358979300000000.0
Epoch: 75
Loss: 1137737900000000.0
Epoch: 100
Loss: 1037056800000000.0
Epoch: 125
Loss: 1054985840000000.0
Epoch: 150
Loss: 863519200000000.0
Epoch: 175
Loss: 823694100000000.0
Epoch: 200
Loss: 772198300000000.0
Epoch: 225
Loss: 727060250000000.0
Epoch: 250
Loss: 618785700000000.0
Epoch: 275
Loss: 620049460000000.0
Epoch: 300
Loss: 551875900000000.0
Epoch: 325
Loss: 499583380000000.0
Epoch: 350
Loss: 460076100000000.0
Epoch: 375
Loss: 464811930000000.0
Epoch: 400
Loss: 401429600000000.0
Epoch: 425
Loss: 370262000000000.0
Epoch: 450
Loss: 339081400000000.0
Epoch: 475
Loss: 316358260000000.0
cosine: 0.0011994484498790703
Validation loss: 128750360.0
