Learning rate: 0.000100
Shape is: 
Data  (1600, 32, 50)
Epoch: 0
Loss: 0.0058232355
Epoch: 25
Loss: 0.00571766
Epoch: 50
Loss: 0.0055639
Epoch: 75
Loss: 0.005339471
Epoch: 100
Loss: 0.0051273867
Epoch: 125
Loss: 0.0049446425
Epoch: 150
Loss: 0.004792778
Epoch: 175
Loss: 0.0046767313
Epoch: 200
Loss: 0.004585919
Epoch: 225
Loss: 0.0045109587
Epoch: 250
Loss: 0.0044473666
Epoch: 275
Loss: 0.0043925503
Epoch: 300
Loss: 0.0043435297
Epoch: 325
Loss: 0.0042966204
Epoch: 350
Loss: 0.004248631
Epoch: 375
Loss: 0.004196702
Epoch: 400
Loss: 0.0041369805
Epoch: 425
Loss: 0.0040663662
Epoch: 450
Loss: 0.003985135
Epoch: 475
Loss: 0.003898613
cosine: 0.9821147919088773
Validation loss: 0.0038202438
