Learning rate: 0.000100
Shape is: 
Data  (400, 32, 50)
Epoch: 0
Loss: 0.0055876044
Epoch: 25
Loss: 0.0054644747
Epoch: 50
Loss: 0.005295408
Epoch: 75
Loss: 0.0050998675
Epoch: 100
Loss: 0.004902757
Epoch: 125
Loss: 0.0047326023
Epoch: 150
Loss: 0.0045903553
Epoch: 175
Loss: 0.0044760546
Epoch: 200
Loss: 0.004385811
Epoch: 225
Loss: 0.0043101427
Epoch: 250
Loss: 0.004242695
Epoch: 275
Loss: 0.0041829078
Epoch: 300
Loss: 0.0041304943
Epoch: 325
Loss: 0.004084238
Epoch: 350
Loss: 0.00404292
Epoch: 375
Loss: 0.0040052286
Epoch: 400
Loss: 0.0039694984
Epoch: 425
Loss: 0.003933873
Epoch: 450
Loss: 0.0038968087
Epoch: 475
Loss: 0.0038573223
cosine: 0.8404012756871366
Validation loss: 0.0036140138
