Vector size: 300, with padding: 150
Learning rate: 0.000100
Shape is: 
(400, 32, 450)
Epoch: 0
Loss: 0.6353421
Epoch: 25
Loss: 0.6291432
Epoch: 50
Loss: 0.62273526
Epoch: 75
Loss: 0.61611503
Epoch: 100
Loss: 0.6102651
Epoch: 125
Loss: 0.6041277
Epoch: 150
Loss: 0.5974232
Epoch: 175
Loss: 0.5909687
Epoch: 200
Loss: 0.5845178
Epoch: 225
Loss: 0.5777063
Epoch: 250
Loss: 0.57079864
Epoch: 275
Loss: 0.56368774
Epoch: 300
Loss: 0.5560834
Epoch: 325
Loss: 0.54863536
Epoch: 350
Loss: 0.5406669
Epoch: 375
Loss: 0.5327555
Epoch: 400
Loss: 0.52405494
Epoch: 425
Loss: 0.5155907
Epoch: 450
Loss: 0.50647706
Epoch: 475
Loss: 0.49745703
cosine: 0.07670751166929568
Validation loss: 0.48657313
