Vector size: 300, with padding: 150
Learning rate: 0.000100
Shape is: 
(800, 32, 450)
Epoch: 0
Loss: 0.6354362
Epoch: 25
Loss: 0.6274475
Epoch: 50
Loss: 0.61948556
Epoch: 75
Loss: 0.61120486
Epoch: 100
Loss: 0.6032384
Epoch: 125
Loss: 0.59506667
Epoch: 150
Loss: 0.58675194
Epoch: 175
Loss: 0.5780344
Epoch: 200
Loss: 0.5690708
Epoch: 225
Loss: 0.56004584
Epoch: 250
Loss: 0.55057615
Epoch: 275
Loss: 0.5402159
Epoch: 300
Loss: 0.5298414
Epoch: 325
Loss: 0.51894057
Epoch: 350
Loss: 0.50766313
Epoch: 375
Loss: 0.4953053
Epoch: 400
Loss: 0.4827424
Epoch: 425
Loss: 0.4693988
Epoch: 450
Loss: 0.455624
Epoch: 475
Loss: 0.4410467
cosine: 0.14169877083928606
Validation loss: 0.42446008
