Vector size: 300, with padding: 150
Learning rate: 0.000100
Shape is: 
(400, 32, 450)
Epoch: 0
Loss: 1472635800000000.0
Epoch: 25
Loss: 1219153800000.0
Epoch: 50
Loss: 660148500000.0
Epoch: 75
Loss: 588145360000.0
Epoch: 100
Loss: 530374430000.0
Epoch: 125
Loss: 493896630000.0
Epoch: 150
Loss: 468345200000.0
Epoch: 175
Loss: 398982380000.0
Epoch: 200
Loss: 383785600000.0
Epoch: 225
Loss: 333774780000.0
Epoch: 250
Loss: 343108120000.0
Epoch: 275
Loss: 308897740000.0
Epoch: 300
Loss: 277612400000.0
Epoch: 325
Loss: 262990610000.0
Epoch: 350
Loss: 262082050000.0
Epoch: 375
Loss: 232595820000.0
Epoch: 400
Loss: 212901740000.0
Epoch: 425
Loss: 195395860000.0
Epoch: 450
Loss: 199195100000.0
Epoch: 475
Loss: 171762800000.0
cosine: 0.03818251015834073
Validation loss: 134992270.0
