Vector size: 300, with padding: 150
Learning rate: 0.000100
Shape is: 
(800, 32, 450)
Epoch: 0
Loss: 1.8346092e+18
Epoch: 25
Loss: 2354113000000000.0
Epoch: 50
Loss: 1250364400000000.0
Epoch: 75
Loss: 1080272400000000.0
Epoch: 100
Loss: 1019090450000000.0
Epoch: 125
Loss: 847634340000000.0
Epoch: 150
Loss: 781294100000000.0
Epoch: 175
Loss: 741268740000000.0
Epoch: 200
Loss: 657537350000000.0
Epoch: 225
Loss: 621367800000000.0
Epoch: 250
Loss: 601143500000000.0
Epoch: 275
Loss: 531580850000000.0
Epoch: 300
Loss: 487525600000000.0
Epoch: 325
Loss: 437302700000000.0
Epoch: 350
Loss: 394974200000000.0
Epoch: 375
Loss: 365556540000000.0
Epoch: 400
Loss: 365939070000000.0
Epoch: 425
Loss: 361267200000000.0
Epoch: 450
Loss: 317964380000000.0
Epoch: 475
Loss: 313313300000000.0
cosine: 0.010021265490155584
Validation loss: 162068140.0
