Vector size: 300, with padding: 150
Learning rate: 0.000100
Shape is: 
(400, 32, 450)
Epoch: 0
Loss: 0.6357402
Epoch: 25
Loss: 0.62459993
Epoch: 50
Loss: 0.6036543
Epoch: 75
Loss: 0.54747146
Epoch: 100
Loss: 0.37758195
Epoch: 125
Loss: 0.17458153
Epoch: 150
Loss: 0.10572526
Epoch: 175
Loss: 0.078008
Epoch: 200
Loss: 0.06243782
Epoch: 225
Loss: 0.052274957
Epoch: 250
Loss: 0.044368453
Epoch: 275
Loss: 0.038613874
Epoch: 300
Loss: 0.033830717
Epoch: 325
Loss: 0.030216916
Epoch: 350
Loss: 0.027131606
Epoch: 375
Loss: 0.024700057
Epoch: 400
Loss: 0.022682654
Epoch: 425
Loss: 0.020893866
Epoch: 450
Loss: 0.019278377
Epoch: 475
Loss: 0.017891439
cosine: 0.5044220233050157
Validation loss: 0.022631826
