Vector size: 300, with padding: 150
Learning rate: 0.000100
Shape is: 
(1600, 32, 450)
Epoch: 0
Loss: 0.634891
Epoch: 25
Loss: 0.6241489
Epoch: 50
Loss: 0.61401695
Epoch: 75
Loss: 0.60340834
Epoch: 100
Loss: 0.59281075
Epoch: 125
Loss: 0.5818612
Epoch: 150
Loss: 0.5702494
Epoch: 175
Loss: 0.5584351
Epoch: 200
Loss: 0.5457021
Epoch: 225
Loss: 0.5324637
Epoch: 250
Loss: 0.5182696
Epoch: 275
Loss: 0.5032749
Epoch: 300
Loss: 0.48732752
Epoch: 325
Loss: 0.4705149
Epoch: 350
Loss: 0.45233017
Epoch: 375
Loss: 0.43325424
Epoch: 400
Loss: 0.41315615
Epoch: 425
Loss: 0.3914802
Epoch: 450
Loss: 0.36833343
Epoch: 475
Loss: 0.34371412
cosine: 0.07699017875878644
Validation loss: 0.3153541
