Vector size: 300, with padding: 150
Learning rate: 0.000100
Shape is: 
(400, 32, 450)
Epoch: 0
Loss: 9.697558e+16
Epoch: 25
Loss: 106044060000000.0
Epoch: 50
Loss: 53371235000000.0
Epoch: 75
Loss: 47066475000000.0
Epoch: 100
Loss: 44207016000000.0
Epoch: 125
Loss: 36464075000000.0
Epoch: 150
Loss: 35836010000000.0
Epoch: 175
Loss: 32901136000000.0
Epoch: 200
Loss: 29593136000000.0
Epoch: 225
Loss: 26646304000000.0
Epoch: 250
Loss: 28555828000000.0
Epoch: 275
Loss: 23072766000000.0
Epoch: 300
Loss: 21444073000000.0
Epoch: 325
Loss: 23933774000000.0
Epoch: 350
Loss: 18212326000000.0
Epoch: 375
Loss: 18711847000000.0
Epoch: 400
Loss: 17719250000000.0
Epoch: 425
Loss: 15774655000000.0
Epoch: 450
Loss: 14516758000000.0
Epoch: 475
Loss: 13074791000000.0
cosine: 0.02640580814426763
Validation loss: 118274220.0
