Vector size: 300, with padding: 150
Learning rate: 0.000100
Shape is: 
(400, 32, 450)
Epoch: 0
Loss: 1.1484148e+16
Epoch: 25
Loss: 10741769000000.0
Epoch: 50
Loss: 6126537000000.0
Epoch: 75
Loss: 5681390000000.0
Epoch: 100
Loss: 4145665800000.0
Epoch: 125
Loss: 4181098000000.0
Epoch: 150
Loss: 3838363800000.0
Epoch: 175
Loss: 3759552600000.0
Epoch: 200
Loss: 3348587300000.0
Epoch: 225
Loss: 3044680400000.0
Epoch: 250
Loss: 2939129400000.0
Epoch: 275
Loss: 2439069800000.0
Epoch: 300
Loss: 2344166400000.0
Epoch: 325
Loss: 2106798600000.0
Epoch: 350
Loss: 2093382400000.0
Epoch: 375
Loss: 1977754600000.0
Epoch: 400
Loss: 1876389700000.0
Epoch: 425
Loss: 1692035200000.0
Epoch: 450
Loss: 1700827600000.0
Epoch: 475
Loss: 1463029500000.0
cosine: -0.010069520882961536
Validation loss: 140766610.0
